答卷编号,IP地址,来源,昵称(微信),性别(微信),城市(微信),分值,开始时间,结束时间,状态
885,123.151.42.57,,,,,169,2015-03-27 23:15:10,2015-03-27 23:18:43,正常完成
886,123.151.153.36,,,,,176,2015-03-27 23:15:12,2015-03-27 23:18:57,正常完成
887,111.161.57.31,,,,,162,2015-03-27 23:17:04,2015-03-27 23:20:01,正常完成
888,58.18.207.253,,,,,49,2015-03-27 23:17:04,2015-03-27 23:20:07,正常完成
889,101.226.61.184,,,,,155,2015-03-27 23:18:20,2015-03-27 23:20:07,正常完成
890,180.102.226.112,,,,,152,2015-03-27 23:16:30,2015-03-27 23:20:28,正常完成
891,1.183.18.32,,,,,29,2015-03-27 23:19:53,2015-03-27 23:20:34,正常完成
892,123.151.42.50,,,,,150,2015-03-27 23:19:48,2015-03-27 23:20:59,正常完成
893,123.151.176.198,,,,,69,2015-03-27 23:20:16,2015-03-27 23:21:09,正常完成
894,101.226.125.113,,,,,41,2015-03-27 23:18:06,2015-03-27 23:21:16,正常完成
895,49.77.142.156,,,,,156,2015-03-27 23:18:51,2015-03-27 23:21:17,正常完成
896,180.111.189.101,,,,,169,2015-03-27 23:21:02,2015-03-27 23:22:53,正常完成
897,114.244.191.143,,,,,180,2015-03-27 23:20:56,2015-03-27 23:23:32,正常完成
898,123.151.42.50,,,,,137,2015-03-27 23:22:49,2015-03-27 23:23:34,正常完成
899,122.96.18.7,,,,,182,2015-03-27 23:22:08,2015-03-27 23:23:44,正常完成
900,101.226.61.184,,,,,44,2015-03-27 23:20:48,2015-03-27 23:23:45,正常完成
901,123.151.42.47,,,,,159,2015-03-27 23:23:38,2015-03-27 23:24:30,正常完成
902,1.183.18.32,,,,,126,2015-03-27 23:23:46,2015-03-27 23:24:37,正常完成
903,101.226.61.184,,,,,138,2015-03-27 23:24:26,2015-03-27 23:25:12,正常完成
904,182.40.84.171,,,,,73,2015-03-27 23:24:19,2015-03-27 23:25:31,正常完成
905,58.240.129.193,,,,,194,2015-03-27 23:23:25,2015-03-27 23:25:35,正常完成
906,116.113.95.212,,,,,165,2015-03-27 23:22:56,2015-03-27 23:25:56,正常完成
907,122.96.43.102,,,,,52,2015-03-27 23:24:30,2015-03-27 23:26:25,正常完成
908,218.202.111.43,,,,,147,2015-03-27 23:22:58,2015-03-27 23:26:28,正常完成
909,123.151.139.156,,,,,158,2015-03-27 23:24:13,2015-03-27 23:26:32,正常完成
910,183.221.14.216,,,,,174,2015-03-27 23:24:21,2015-03-27 23:26:53,正常完成
911,110.17.170.90,,,,,78,2015-03-27 23:23:37,2015-03-27 23:27:20,正常完成
912,218.202.111.43,,,,,175,2015-03-27 23:25:03,2015-03-27 23:27:30,正常完成
913,49.65.149.231,,,,,148,2015-03-27 23:27:06,2015-03-27 23:28:00,正常完成
914,27.196.170.136,,,,,167,2015-03-27 23:26:10,2015-03-27 23:28:07,正常完成
915,101.36.71.2,,,,,85,2015-03-27 23:26:09,2015-03-27 23:28:29,正常完成
916,101.226.61.142,,,,,169,2015-03-27 23:26:05,2015-03-27 23:28:38,正常完成
917,123.151.139.156,,,,,159,2015-03-27 23:26:10,2015-03-27 23:28:56,正常完成
918,123.151.64.143,,,,,178,2015-03-27 23:25:47,2015-03-27 23:29:10,正常完成
919,27.196.170.136,,,,,178,2015-03-27 23:29:10,2015-03-27 23:30:20,正常完成
920,123.151.153.35,,,,,62,2015-03-27 23:28:21,2015-03-27 23:30:31,正常完成
921,180.102.211.159,,,,,188,2015-03-27 23:28:10,2015-03-27 23:30:31,正常完成
922,111.161.57.31,,,,,61,2015-03-27 23:28:48,2015-03-27 23:32:03,正常完成
923,123.151.153.36,,,,,149,2015-03-27 23:31:10,2015-03-27 23:33:29,正常完成
924,101.226.125.119,,,,,146,2015-03-27 23:31:03,2015-03-27 23:33:37,正常完成
925,183.195.232.39,,,,,52,2015-03-27 23:31:21,2015-03-27 23:33:54,正常完成
926,113.57.190.99,,,,,167,2015-03-27 23:33:25,2015-03-27 23:34:31,正常完成
927,219.146.67.199,,,,,162,2015-03-27 23:34:14,2015-03-27 23:34:52,正常完成
928,123.151.38.94,,,,,51,2015-03-27 23:34:32,2015-03-27 23:36:19,正常完成
929,101.36.71.14,,,,,44,2015-03-27 23:36:27,2015-03-27 23:38:08,正常完成
930,58.243.250.180,,,,,44,2015-03-27 23:36:45,2015-03-27 23:39:42,正常完成
931,123.151.64.143,,,,,166,2015-03-27 23:37:33,2015-03-27 23:40:21,正常完成
932,42.123.70.255,,,,,156,2015-03-27 23:39:31,2015-03-27 23:42:04,正常完成
933,115.231.85.7,,,,,138,2015-03-27 23:41:32,2015-03-27 23:43:01,正常完成
934,180.153.201.35,,,,,17,2015-03-27 23:42:48,2015-03-27 23:44:52,正常完成
935,101.226.114.166,,,,,195,2015-03-27 23:42:48,2015-03-27 23:45:12,正常完成
936,49.118.129.84,,,,,158,2015-03-27 23:43:25,2015-03-27 23:46:24,正常完成
937,223.81.192.135,,,,,143,2015-03-27 23:44:58,2015-03-27 23:47:13,正常完成
938,223.104.27.40,,,,,189,2015-03-27 23:42:36,2015-03-27 23:47:43,正常完成
939,101.226.125.19,,,,,46,2015-03-27 23:47:19,2015-03-27 23:49:09,正常完成
940,222.73.189.167,,,,,43,2015-03-27 23:47:24,2015-03-27 23:49:26,正常完成
941,101.226.125.18,,,,,146,2015-03-27 23:48:51,2015-03-27 23:50:01,正常完成
942,123.151.12.154,,,,,186,2015-03-27 23:48:51,2015-03-27 23:51:22,正常完成
943,111.161.57.31,,,,,40,2015-03-27 23:48:33,2015-03-27 23:51:34,正常完成
944,218.202.111.43,,,,,141,2015-03-27 23:51:18,2015-03-27 23:52:34,正常完成
945,60.165.47.59,,,,,180,2015-03-27 23:50:32,2015-03-27 23:52:48,正常完成
946,123.151.38.94,,,,,162,2015-03-27 23:52:19,2015-03-27 23:53:33,正常完成
947,218.202.111.34,,,,,184,2015-03-27 23:49:31,2015-03-27 23:54:18,正常完成
948,180.153.201.35,,,,,17,2015-03-27 23:53:59,2015-03-27 23:54:36,正常完成
949,123.151.42.49,,,,,70,2015-03-27 23:52:59,2015-03-27 23:54:57,正常完成
950,123.151.64.142,,,,,55,2015-03-27 23:53:01,2015-03-27 23:54:59,正常完成
951,123.151.42.47,,,,,169,2015-03-27 23:52:43,2015-03-27 23:56:00,正常完成
952,123.151.42.49,,,,,47,2015-03-27 23:55:15,2015-03-27 23:56:11,正常完成
953,123.151.176.198,,,,,156,2015-03-27 23:56:45,2015-03-27 23:57:27,正常完成
954,58.57.28.18,,,,,176,2015-03-27 23:57:29,2015-03-27 23:59:02,正常完成
955,101.226.89.193,,,,,167,2015-03-27 23:56:58,2015-03-28 00:00:22,正常完成
956,111.161.57.31,,,,,157,2015-03-27 23:59:19,2015-03-28 00:00:22,正常完成
957,111.20.240.145,,,,,167,2015-03-27 23:57:38,2015-03-28 00:00:37,正常完成
958,111.161.57.31,,,,,162,2015-03-28 00:00:59,2015-03-28 00:01:47,正常完成
959,101.226.89.191,,,,,152,2015-03-28 00:02:00,2015-03-28 00:03:34,正常完成
960,1.183.18.32,,,,,49,2015-03-28 00:01:01,2015-03-28 00:03:36,正常完成
961,154.20.1.159,,,,,152,2015-03-28 00:01:54,2015-03-28 00:04:39,正常完成
962,61.164.116.182,,,,,132,2015-03-28 00:03:54,2015-03-28 00:06:06,正常完成
963,112.95.158.178,,,,,150,2015-03-28 00:05:20,2015-03-28 00:07:43,正常完成
964,180.109.68.137,,,,,63,2015-03-28 00:06:44,2015-03-28 00:08:13,正常完成
965,221.223.75.142,,,,,42,2015-03-28 00:09:03,2015-03-28 00:11:07,正常完成
966,114.221.33.129,,,,,155,2015-03-28 00:10:30,2015-03-28 00:12:21,正常完成
967,112.224.69.22,,,,,66,2015-03-28 00:12:12,2015-03-28 00:14:33,正常完成
968,114.242.249.128,,,,,182,2015-03-28 00:12:41,2015-03-28 00:14:58,正常完成
969,1.30.73.206,,,,,64,2015-03-28 00:11:01,2015-03-28 00:15:35,正常完成
970,111.161.57.49,,,,,160,2015-03-28 00:13:26,2015-03-28 00:16:05,正常完成
971,58.212.186.252,,,,,49,2015-03-28 00:14:35,2015-03-28 00:16:25,正常完成
972,101.226.125.15,,,,,151,2015-03-28 00:14:27,2015-03-28 00:16:34,正常完成
973,108.29.95.127,,,,,166,2015-03-28 00:17:02,2015-03-28 00:18:30,正常完成
974,101.226.125.119,,,,,70,2015-03-28 00:17:04,2015-03-28 00:20:09,正常完成
975,111.161.57.31,,,,,62,2015-03-28 00:22:24,2015-03-28 00:25:32,正常完成
976,123.151.42.46,,,,,185,2015-03-28 00:22:55,2015-03-28 00:26:17,正常完成
977,101.226.125.17,,,,,159,2015-03-28 00:23:05,2015-03-28 00:27:09,正常完成
978,27.211.238.3,,,,,176,2015-03-28 00:26:49,2015-03-28 00:29:56,正常完成
979,180.99.107.88,,,,,72,2015-03-28 00:21:13,2015-03-28 00:30:09,正常完成
980,101.226.89.193,,,,,161,2015-03-28 00:29:36,2015-03-28 00:31:42,正常完成
981,101.226.125.16,,,,,67,2015-03-28 00:29:24,2015-03-28 00:32:35,正常完成
982,221.11.109.181,,,,,146,2015-03-28 00:30:25,2015-03-28 00:32:42,正常完成
983,111.161.57.31,,,,,50,2015-03-28 00:35:56,2015-03-28 00:37:07,正常完成
984,111.161.57.31,,,,,50,2015-03-28 00:38:08,2015-03-28 00:38:59,正常完成
985,218.202.111.43,,,,,67,2015-03-28 00:37:33,2015-03-28 00:39:31,正常完成
986,1.30.78.57,,,,,20,2015-03-28 00:36:43,2015-03-28 00:40:00,正常完成
987,202.108.169.254,,,,,48,2015-03-28 00:40:28,2015-03-28 00:42:10,正常完成
988,123.112.7.138,,,,,183,2015-03-28 00:44:12,2015-03-28 00:45:26,正常完成
989,153.0.2.245,,,,,73,2015-03-28 00:43:12,2015-03-28 00:45:27,正常完成
990,129.137.215.228,,,,,176,2015-03-28 00:45:03,2015-03-28 00:46:10,正常完成
991,101.254.143.74,,,,,127,2015-03-28 00:46:15,2015-03-28 00:49:25,正常完成
992,114.221.96.227,,,,,159,2015-03-28 00:45:49,2015-03-28 00:49:33,正常完成
993,101.226.125.16,,,,,63,2015-03-28 00:48:01,2015-03-28 00:49:46,正常完成
994,182.140.184.85,,,,,53,2015-03-28 00:48:50,2015-03-28 00:51:16,正常完成
995,111.161.57.31,,,,,150,2015-03-28 00:56:37,2015-03-28 00:59:08,正常完成
996,61.148.243.31,,,,,38,2015-03-28 00:58:01,2015-03-28 00:59:30,正常完成
997,124.129.58.162,,,,,162,2015-03-28 00:58:21,2015-03-28 01:01:16,正常完成
998,180.110.170.53,,,,,159,2015-03-28 01:01:33,2015-03-28 01:03:23,正常完成
999,114.224.52.130,,,,,47,2015-03-28 01:07:17,2015-03-28 01:09:06,正常完成
1000,49.65.122.103,,,,,167,2015-03-28 01:15:04,2015-03-28 01:17:55,正常完成
1001,60.223.254.131,,,,,138,2015-03-28 01:22:23,2015-03-28 01:27:49,正常完成
1002,1.183.18.32,,,,,135,2015-03-28 01:26:12,2015-03-28 01:27:50,正常完成
1003,1.183.18.32,,,,,26,2015-03-28 01:28:48,2015-03-28 01:29:50,正常完成
1004,123.234.243.65,,,,,57,2015-03-28 01:38:22,2015-03-28 01:40:32,正常完成
1005,175.167.128.140,,,,,147,2015-03-28 01:50:55,2015-03-28 01:52:45,正常完成
1006,223.104.23.44,,,,,66,2015-03-28 03:34:14,2015-03-28 03:36:58,正常完成
1007,134.153.170.208,,,,,59,2015-03-28 03:40:41,2015-03-28 03:41:52,正常完成
1008,114.222.170.122,,,,,160,2015-03-28 03:51:46,2015-03-28 03:53:53,正常完成
1009,101.226.61.190,,,,,146,2015-03-28 05:33:09,2015-03-28 05:35:18,正常完成
1010,101.226.61.193,,,,,62,2015-03-28 05:35:34,2015-03-28 05:38:30,正常完成
1011,49.65.73.223,,,,,187,2015-03-28 05:39:30,2015-03-28 05:41:47,正常完成
1012,101.226.125.15,,,,,150,2015-03-28 05:48:07,2015-03-28 05:51:05,正常完成
1013,218.202.111.34,,,,,145,2015-03-28 05:52:35,2015-03-28 05:54:47,正常完成
1014,218.202.111.43,,,,,56,2015-03-28 05:52:55,2015-03-28 05:56:21,正常完成
1015,218.202.111.34,,,,,150,2015-03-28 05:54:52,2015-03-28 05:56:49,正常完成
1016,92.40.248.24,,,,,175,2015-03-28 05:56:21,2015-03-28 05:58:22,正常完成
1017,101.226.61.142,,,,,17,2015-03-28 05:56:59,2015-03-28 05:58:54,正常完成
1018,101.226.125.122,,,,,191,2015-03-28 05:55:57,2015-03-28 05:59:26,正常完成
1019,60.209.197.138,,,,,64,2015-03-28 05:58:19,2015-03-28 06:00:20,正常完成
1020,218.202.111.34,,,,,156,2015-03-28 06:01:58,2015-03-28 06:05:00,正常完成
1021,124.202.190.54,,,,,159,2015-03-28 06:11:30,2015-03-28 06:14:12,正常完成
1022,1.26.49.28,,,,,146,2015-03-28 06:17:19,2015-03-28 06:19:12,正常完成
1023,175.167.144.200,,,,,64,2015-03-28 06:20:16,2015-03-28 06:22:35,正常完成
1024,27.193.64.181,,,,,55,2015-03-28 06:24:51,2015-03-28 06:27:15,正常完成
1025,180.153.201.35,,,,,147,2015-03-28 06:26:40,2015-03-28 06:28:25,正常完成
1026,49.77.197.181,,,,,184,2015-03-28 06:28:12,2015-03-28 06:28:57,正常完成
1027,122.96.131.106,,,,,52,2015-03-28 06:30:33,2015-03-28 06:32:15,正常完成
1028,92.8.186.144,,,,,155,2015-03-28 06:31:53,2015-03-28 06:33:52,正常完成
1029,36.45.32.93,,,,,173,2015-03-28 06:35:12,2015-03-28 06:37:31,正常完成
1030,49.65.73.223,,,,,175,2015-03-28 06:38:47,2015-03-28 06:39:46,正常完成
1031,101.226.125.121,,,,,36,2015-03-28 06:37:37,2015-03-28 06:39:54,正常完成
1032,117.136.45.153,,,,,36,2015-03-28 06:41:08,2015-03-28 06:42:40,正常完成
1033,112.224.65.13,,,,,169,2015-03-28 06:42:21,2015-03-28 06:44:23,正常完成
1034,101.226.89.14,,,,,81,2015-03-28 06:41:56,2015-03-28 06:45:35,正常完成
1035,101.226.61.181,,,,,149,2015-03-28 06:44:15,2015-03-28 06:46:51,正常完成
1036,99.229.220.90,,,,,167,2015-03-28 06:45:02,2015-03-28 06:47:32,正常完成
1037,218.201.174.94,,,,,193,2015-03-28 06:45:38,2015-03-28 06:48:48,正常完成
1038,218.202.111.42,,,,,159,2015-03-28 06:45:59,2015-03-28 06:50:02,正常完成
1039,101.36.72.171,,,,,20,2015-03-28 06:50:27,2015-03-28 06:51:41,正常完成
1040,123.151.42.50,,,,,141,2015-03-28 06:50:21,2015-03-28 06:54:15,正常完成
1041,117.136.45.138,,,,,155,2015-03-28 06:52:50,2015-03-28 06:54:17,正常完成
1042,123.151.38.94,,,,,178,2015-03-28 06:53:22,2015-03-28 06:55:55,正常完成
1043,123.151.139.156,,,,,29,2015-03-28 06:53:28,2015-03-28 06:56:27,正常完成
1044,123.151.42.50,,,,,165,2015-03-28 06:53:11,2015-03-28 06:57:14,正常完成
1045,121.237.166.166,,,,,183,2015-03-28 06:55:30,2015-03-28 06:57:42,正常完成
1046,101.226.125.17,,,,,149,2015-03-28 06:54:03,2015-03-28 06:58:13,正常完成
1047,39.65.3.65,,,,,60,2015-03-28 06:56:51,2015-03-28 06:59:00,正常完成
1048,219.148.202.65,,,,,161,2015-03-28 06:58:41,2015-03-28 06:59:34,正常完成
1049,101.226.125.16,,,,,156,2015-03-28 06:59:27,2015-03-28 07:01:10,正常完成
1050,175.167.144.252,,,,,156,2015-03-28 07:00:29,2015-03-28 07:01:52,正常完成
1051,117.136.35.26,,,,,93,2015-03-28 06:59:58,2015-03-28 07:02:13,正常完成
1052,101.226.61.193,,,,,150,2015-03-28 06:59:54,2015-03-28 07:03:05,正常完成
1053,101.226.125.18,,,,,152,2015-03-28 06:58:29,2015-03-28 07:03:22,正常完成
1054,112.80.130.198,,,,,149,2015-03-28 07:03:15,2015-03-28 07:04:48,正常完成
1055,117.136.35.26,,,,,38,2015-03-28 07:04:55,2015-03-28 07:05:31,正常完成
1056,117.136.35.26,,,,,83,2015-03-28 07:05:46,2015-03-28 07:06:24,正常完成
1057,117.136.45.38,,,,,139,2015-03-28 07:07:54,2015-03-28 07:08:23,正常完成
1058,117.136.45.96,,,,,166,2015-03-28 07:08:05,2015-03-28 07:09:23,正常完成
1059,117.136.5.147,,,,,164,2015-03-28 07:07:11,2015-03-28 07:10:23,正常完成
1060,117.136.35.26,,,,,87,2015-03-28 07:10:20,2015-03-28 07:11:52,正常完成
1061,101.226.125.118,,,,,176,2015-03-28 07:12:02,2015-03-28 07:13:11,正常完成
1062,121.229.206.53,,,,,156,2015-03-28 07:14:08,2015-03-28 07:15:35,正常完成
1063,111.161.79.110,,,,,177,2015-03-28 07:13:38,2015-03-28 07:16:10,正常完成
1064,219.243.95.253,,,,,149,2015-03-28 07:14:11,2015-03-28 07:16:29,正常完成
1065,101.226.68.141,,,,,165,2015-03-28 07:13:19,2015-03-28 07:16:46,正常完成
1066,116.116.46.84,,,,,149,2015-03-28 07:16:24,2015-03-28 07:19:13,正常完成
1067,183.61.32.61,,,,,50,2015-03-28 07:17:48,2015-03-28 07:19:21,正常完成
1068,125.211.210.22,,,,,152,2015-03-28 07:15:46,2015-03-28 07:20:29,正常完成
1069,180.98.182.156,,,,,184,2015-03-28 07:22:51,2015-03-28 07:24:41,正常完成
1070,123.151.64.142,,,,,132,2015-03-28 07:22:34,2015-03-28 07:25:00,正常完成
1071,175.167.128.158,,,,,81,2015-03-28 07:23:18,2015-03-28 07:25:08,正常完成
1072,36.16.142.43,,,,,167,2015-03-28 07:23:52,2015-03-28 07:25:37,正常完成
1073,123.151.42.50,,,,,161,2015-03-28 07:26:55,2015-03-28 07:28:13,正常完成
1074,123.151.12.154,,,,,165,2015-03-28 07:27:51,2015-03-28 07:29:48,正常完成
1075,117.114.148.70,,,,,180,2015-03-28 07:31:14,2015-03-28 07:32:08,正常完成
1076,222.74.228.13,,,,,152,2015-03-28 07:31:04,2015-03-28 07:33:43,正常完成
1077,101.226.125.109,,,,,144,2015-03-28 07:32:40,2015-03-28 07:34:39,正常完成
1078,123.151.42.49,,,,,168,2015-03-28 07:33:32,2015-03-28 07:35:09,正常完成
1079,218.57.118.35,,,,,132,2015-03-28 07:33:43,2015-03-28 07:35:18,正常完成
1080,123.151.12.154,,,,,138,2015-03-28 07:33:51,2015-03-28 07:36:11,正常完成
1081,111.161.57.49,,,,,81,2015-03-28 07:36:23,2015-03-28 07:37:07,正常完成
1082,123.151.12.152,,,,,169,2015-03-28 07:37:08,2015-03-28 07:37:43,正常完成
1083,202.108.49.73,,,,,165,2015-03-28 07:35:28,2015-03-28 07:37:53,正常完成
1084,111.161.57.49,,,,,81,2015-03-28 07:38:17,2015-03-28 07:38:43,正常完成
1085,123.151.42.47,,,,,132,2015-03-28 07:38:34,2015-03-28 07:40:32,正常完成
1086,123.151.12.154,,,,,155,2015-03-28 07:38:12,2015-03-28 07:41:12,正常完成
1087,101.226.125.15,,,,,165,2015-03-28 07:39:55,2015-03-28 07:42:23,正常完成
1088,113.5.2.37,,,,,58,2015-03-28 07:41:58,2015-03-28 07:43:30,正常完成
1089,180.111.102.133,,,,,179,2015-03-28 07:41:53,2015-03-28 07:43:39,正常完成
1090,115.231.85.15,,,,,45,2015-03-28 07:42:40,2015-03-28 07:44:38,正常完成
1091,122.96.47.9,,,,,149,2015-03-28 07:43:36,2015-03-28 07:45:12,正常完成
1092,123.151.38.94,,,,,162,2015-03-28 07:43:52,2015-03-28 07:45:56,正常完成
1093,101.226.61.142,,,,,46,2015-03-28 07:44:19,2015-03-28 07:48:43,正常完成
1094,123.151.64.143,,,,,164,2015-03-28 07:43:51,2015-03-28 07:50:22,正常完成
1095,223.73.2.135,,,,,145,2015-03-28 07:49:49,2015-03-28 07:51:19,正常完成
1096,101.226.125.116,,,,,173,2015-03-28 07:47:54,2015-03-28 07:52:14,正常完成
1097,103.3.99.56,,,,,129,2015-03-28 07:49:11,2015-03-28 07:52:16,正常完成
1098,125.211.210.205,,,,,46,2015-03-28 07:51:42,2015-03-28 07:54:08,正常完成
1099,110.89.142.33,,,,,147,2015-03-28 07:52:56,2015-03-28 07:54:28,正常完成
1100,116.95.73.103,,,,,186,2015-03-28 07:53:59,2015-03-28 07:55:28,正常完成
1101,117.89.10.50,,,,,50,2015-03-28 07:54:34,2015-03-28 07:56:45,正常完成
1102,117.94.27.121,,,,,126,2015-03-28 07:55:49,2015-03-28 07:57:01,正常完成
1103,124.236.192.244,,,,,75,2015-03-28 07:55:31,2015-03-28 07:57:47,正常完成
1104,101.226.61.189,,,,,31,2015-03-28 07:57:31,2015-03-28 07:59:04,正常完成
1105,218.87.111.173,,,,,57,2015-03-28 07:57:47,2015-03-28 07:59:07,正常完成
1106,111.161.57.31,,,,,153,2015-03-28 07:55:35,2015-03-28 07:59:14,正常完成
1107,123.151.64.142,,,,,26,2015-03-28 07:57:15,2015-03-28 07:59:23,正常完成
1108,111.15.94.146,,,,,182,2015-03-28 07:58:16,2015-03-28 07:59:49,正常完成
1109,111.161.57.49,,,,,176,2015-03-28 07:57:49,2015-03-28 08:00:33,正常完成
1110,113.5.2.33,,,,,35,2015-03-28 07:59:52,2015-03-28 08:01:20,正常完成
1111,101.226.114.166,,,,,57,2015-03-28 07:59:09,2015-03-28 08:01:43,正常完成
1112,221.209.115.113,,,,,146,2015-03-28 07:59:43,2015-03-28 08:01:49,正常完成
1113,101.226.125.16,,,,,42,2015-03-28 08:00:12,2015-03-28 08:02:26,正常完成
1114,180.153.81.159,,,,,148,2015-03-28 08:01:47,2015-03-28 08:05:57,正常完成
1115,113.5.2.47,,,,,173,2015-03-28 08:05:27,2015-03-28 08:07:32,正常完成
1116,101.226.125.113,,,,,156,2015-03-28 08:05:51,2015-03-28 08:08:05,正常完成
1117,101.226.89.14,,,,,40,2015-03-28 08:07:00,2015-03-28 08:08:51,正常完成
1118,123.151.139.156,,,,,176,2015-03-28 08:00:31,2015-03-28 08:09:20,正常完成
1119,58.240.251.109,,,,,159,2015-03-28 08:07:59,2015-03-28 08:09:34,正常完成
1120,122.96.47.188,,,,,138,2015-03-28 08:07:38,2015-03-28 08:09:56,正常完成
1121,123.180.161.166,,,,,165,2015-03-28 08:07:20,2015-03-28 08:09:58,正常完成
1122,218.7.32.160,,,,,59,2015-03-28 08:09:05,2015-03-28 08:10:37,正常完成
1123,112.224.69.176,,,,,43,2015-03-28 08:08:59,2015-03-28 08:10:59,正常完成
1124,111.161.57.31,,,,,156,2015-03-28 08:09:27,2015-03-28 08:11:34,正常完成
1125,101.226.125.119,,,,,151,2015-03-28 08:09:43,2015-03-28 08:12:00,正常完成
1126,123.151.42.52,,,,,184,2015-03-28 08:10:04,2015-03-28 08:12:45,正常完成
1127,222.74.69.66,,,,,158,2015-03-28 08:11:09,2015-03-28 08:12:46,正常完成
1128,123.151.42.50,,,,,153,2015-03-28 08:12:28,2015-03-28 08:15:31,正常完成
1129,101.226.125.119,,,,,177,2015-03-28 08:13:05,2015-03-28 08:16:00,正常完成
1130,123.151.64.143,,,,,64,2015-03-28 08:15:30,2015-03-28 08:17:31,正常完成
1131,180.111.195.76,,,,,195,2015-03-28 08:17:02,2015-03-28 08:19:10,正常完成
1132,123.151.42.50,,,,,153,2015-03-28 08:18:10,2015-03-28 08:20:24,正常完成
1133,101.226.114.166,,,,,42,2015-03-28 08:18:18,2015-03-28 08:20:44,正常完成
1134,121.60.168.225,,,,,160,2015-03-28 08:18:06,2015-03-28 08:20:50,正常完成
1135,101.226.125.108,,,,,60,2015-03-28 08:18:49,2015-03-28 08:21:07,正常完成
1136,123.151.42.50,,,,,164,2015-03-28 08:18:06,2015-03-28 08:21:25,正常完成
1137,182.140.184.88,,,,,151,2015-03-28 08:18:56,2015-03-28 08:21:36,正常完成
1138,111.127.153.164,,,,,80,2015-03-28 08:19:57,2015-03-28 08:21:50,正常完成
1139,117.136.41.31,,,,,167,2015-03-28 08:21:33,2015-03-28 08:23:55,正常完成
1140,218.201.105.247,,,,,177,2015-03-28 08:24:12,2015-03-28 08:26:05,正常完成
1141,61.164.116.181,,,,,164,2015-03-28 08:24:19,2015-03-28 08:27:30,正常完成
1142,101.187.197.243,,,,,147,2015-03-28 08:25:55,2015-03-28 08:27:46,正常完成
1143,101.226.125.118,,,,,159,2015-03-28 08:28:35,2015-03-28 08:29:50,正常完成
1144,117.89.157.84,,,,,169,2015-03-28 08:28:27,2015-03-28 08:30:11,正常完成
1145,123.151.42.57,,,,,65,2015-03-28 08:27:06,2015-03-28 08:30:13,正常完成
1146,123.151.139.155,,,,,187,2015-03-28 08:28:53,2015-03-28 08:30:41,正常完成
1147,223.104.13.140,,,,,158,2015-03-28 08:27:52,2015-03-28 08:30:49,正常完成
1148,123.151.176.198,,,,,152,2015-03-28 08:29:31,2015-03-28 08:32:18,正常完成
1149,123.151.64.142,,,,,151,2015-03-28 08:30:11,2015-03-28 08:32:31,正常完成
1150,140.75.222.31,,,,,167,2015-03-28 08:30:40,2015-03-28 08:32:39,正常完成
1151,124.236.192.244,,,,,100,2015-03-28 08:29:50,2015-03-28 08:32:59,正常完成
1152,101.226.125.120,,,,,156,2015-03-28 08:31:52,2015-03-28 08:33:58,正常完成
1153,101.226.125.108,,,,,151,2015-03-28 08:31:01,2015-03-28 08:34:10,正常完成
1154,123.166.155.95,,,,,50,2015-03-28 08:33:09,2015-03-28 08:35:59,正常完成
1155,123.151.42.46,,,,,173,2015-03-28 08:33:55,2015-03-28 08:35:59,正常完成
1156,117.136.45.143,,,,,162,2015-03-28 08:34:38,2015-03-28 08:36:19,正常完成
1157,113.9.194.25,,,,,143,2015-03-28 08:34:39,2015-03-28 08:36:53,正常完成
1158,101.226.125.113,,,,,79,2015-03-28 08:34:07,2015-03-28 08:36:53,正常完成
1159,123.151.153.35,,,,,72,2015-03-28 08:37:20,2015-03-28 08:38:41,正常完成
1160,101.226.125.108,,,,,145,2015-03-28 08:38:22,2015-03-28 08:39:05,正常完成
1161,101.226.125.15,,,,,74,2015-03-28 08:36:49,2015-03-28 08:39:15,正常完成
1162,61.180.184.194,,,,,164,2015-03-28 08:36:56,2015-03-28 08:39:34,正常完成
1163,123.165.20.97,,,,,186,2015-03-28 08:38:02,2015-03-28 08:39:43,正常完成
1164,58.212.37.143,,,,,56,2015-03-28 08:37:57,2015-03-28 08:39:49,正常完成
1165,115.231.85.15,,,,,39,2015-03-28 08:39:06,2015-03-28 08:40:29,正常完成
1166,123.151.42.47,,,,,33,2015-03-28 08:39:43,2015-03-28 08:40:54,正常完成
1167,123.151.42.50,,,,,154,2015-03-28 08:40:51,2015-03-28 08:41:43,正常完成
1168,123.151.42.47,,,,,30,2015-03-28 08:41:30,2015-03-28 08:42:42,正常完成
1169,101.226.125.120,,,,,160,2015-03-28 08:41:35,2015-03-28 08:43:52,正常完成
1170,101.226.61.186,,,,,174,2015-03-28 08:41:04,2015-03-28 08:44:25,正常完成
1171,101.226.125.121,,,,,142,2015-03-28 08:42:53,2015-03-28 08:44:42,正常完成
1172,58.212.87.217,,,,,158,2015-03-28 08:43:55,2015-03-28 08:45:29,正常完成
1173,218.202.111.43,,,,,148,2015-03-28 08:43:37,2015-03-28 08:45:38,正常完成
1174,101.226.125.18,,,,,131,2015-03-28 08:44:04,2015-03-28 08:45:46,正常完成
1175,101.226.61.184,,,,,147,2015-03-28 08:44:24,2015-03-28 08:46:16,正常完成
1176,117.136.8.224,,,,,43,2015-03-28 08:43:45,2015-03-28 08:46:28,正常完成
1177,58.212.37.143,,,,,65,2015-03-28 08:46:16,2015-03-28 08:47:40,正常完成
